3×9 DataFrame
 Row │ CELL   Y                                  Y_Lk                               g        h        gL       LB                                 UB                                 PROB
     │ Int64  Array                              Array                              Float64  Float64  Float64  Array                              Array                              Float64
─────┼───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
   1 │     1  [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0…  [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0…    183.5    182.5    177.0  [15.0, 66.0, 75.0, 106.0, 157.0,…  [15.0, 66.0, 75.0, 106.0, 157.0,…     0.25
   2 │     2  [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0…  [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0…    188.0      0.0    185.0  [15.0, 66.0, 75.0, 106.0, 157.0,…  [15.0, 66.0, 75.0, 106.0, 157.0,…     0.5
   3 │     3  [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0…  [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0…    188.0    185.0    182.0  [15.0, 66.0, 75.0, 106.0, 157.0,…  [15.0, 66.0, 75.0, 106.0, 157.0,…     0.25
